Char	Probability
闯	9.916352648832787e-05
懂	0.00030040715377346384
穷	8.458065494592671e-05
阁	8.749722925440694e-05
迫	2.9165743084802314e-06
症	1.4582871542401157e-05
铨	2.333259446784185e-05
锈	2.9165743084802315e-05
灿	0.00023332594467841852
冷	0.0005045673553670801
凡	0.0004549855921229161
甲	0.00012832926957313017
融	0.00014291214111553135
綠	2.9165743084802314e-06
黨	5.833148616960463e-06
祢	2.333259446784185e-05
🈶	4.374861462720347e-05
真	0.000554149118611244
👌	6.708120909504532e-05
唉	1.1666297233920926e-05
叹	1.7499445850881388e-05
笨	0.00023915909329537898
苏	0.0004812347608992382
给	0.00027124141068866155
奕	0.00020999335021057666
皆	2.6249168776322083e-05
涯	0.00019832705297665574
跃	0.00014291214111553135
赵	0.0003704049371769894
药	4.9581763244163934e-05
浴	4.9581763244163934e-05
唯	0.0002887408565395429
和	0.0007495595972794195
谐	5.54149118611244e-05
关	0.00019249390435969527
懒	0.00013707899249857088
玥	5.2498337552644166e-05
趣	3.791546601024301e-05
珠	0.00027415798499714176
饼	6.708120909504532e-05
欣	0.0004374861462720347
孙	0.0002216596474444976
存	0.0001574950126579325
勉	8.749722925440694e-06
	1.4582871542401157e-05
⁹	8.749722925440694e-06
⁸	5.833148616960463e-06
破	0.00014582871542401156
械	2.333259446784185e-05
耀	0.00047831818659075796
程	0.000352905491326108
💕	0.00030915687669890455
条	0.00013416241819009064
对	0.0002887408565395429
😢	1.4582871542401157e-05
榆	5.833148616960463e-06
淞	2.041602015936162e-05
需	2.9165743084802315e-05
续	7.874750632896625e-05
问	0.0001487452897324918
题	3.791546601024301e-05
扫	0.0001866607557427348
圈	9.041380356288717e-05
🐲	0.00025374196483778013
扇	2.6249168776322083e-05
彼	6.708120909504532e-05
招	0.00034123919409218706
熙	0.00015166186404097203
距	4.66651889356837e-05
共	0.0001487452897324918
产	6.124806047808485e-05
當	8.749722925440694e-06
霍	2.6249168776322083e-05
草	0.0005045673553670801
兵	0.0003324894711667464
弦	2.6249168776322083e-05
弘	2.9165743084802315e-05
呜	6.999778340352555e-05
司	0.00032957289685826613
桥	9.041380356288717e-05
最	0.00045790216643139633
做	0.00016041158696641274
豹	0.00026249168776322084
芊	5.54149118611244e-05
艺	0.00023624251898689874
K	0.000831223677916866
琦	9.624695217984764e-05
j	0.0010674661969037648
锐	0.00017791103281729413
训	3.4998891701762775e-05
衔	2.9165743084802314e-06
习	0.00011957954664768949
绪	8.749722925440694e-05
⊕	2.9165743084802314e-06
吃	0.0003324894711667464
拥	0.0001224961209561697
登	0.0001020801007968081
😳	1.7499445850881388e-05
💮	2.6249168776322083e-05
ི	0.00011957954664768949
࿇	5.833148616960463e-06
ྀ	7.583093202048601e-05
跟	7.291435771200578e-05
设	4.9581763244163934e-05
计	0.00017207788420033366
磊	0.0002129099245190569
陌	0.00032957289685826613
婉	5.833148616960463e-05
宁	0.0002829077079225825
胤	2.9165743084802315e-05
姗	5.833148616960463e-05
嘿	0.00023915909329537898
吉	0.0005862314360045265
👄	0.00012832926957313017
属	0.00010499667510528833
迪	0.0004724850379737975
抽	2.6249168776322083e-05
桶	1.4582871542401157e-05
川	0.00023915909329537898
性	0.00023332594467841852
蕾	0.00012541269526464995
丝	0.00016041158696641274
涵	0.0002129099245190569
慧	0.0003616552142515487
晋	5.2498337552644166e-05
逐	5.833148616960463e-05
艳	0.0004637353150483568
骨	0.00011666297233920926
失	0.00018957733005121505
歪	0.00011374639803072903
翡	1.1666297233920926e-05
翠	3.4998891701762775e-05
冠	0.0004054038288787522
每	8.458065494592671e-05
🔟	2.041602015936162e-05
岁	0.0002799911336141022
她	0.0001224961209561697
郭	0.0003266563225497859
泡	0.00023332594467841852
沫	0.00020707677590209645
寶	0.00015457843834945227
蹄	5.833148616960463e-06
^	0.0006649789423334928
沛	7.291435771200578e-05
浆	2.333259446784185e-05
蛋	0.0005570656929197242
宾	0.00019249390435969527
允	3.208231739328254e-05
同	0.0002829077079225825
門	8.749722925440694e-05
固	2.333259446784185e-05
雁	4.66651889356837e-05
荡	0.00011374639803072903
彤	9.33303778713674e-05
目	9.33303778713674e-05
标	0.00019832705297665574
猪	0.0006503960707910917
茉	5.2498337552644166e-05
莉	0.00027415798499714176
🍧	2.333259446784185e-05
喝	4.374861462720347e-05
愛	1.7499445850881388e-05
枝	8.166408063744648e-05
疯	0.000516233652601001
脸	0.00011666297233920926
散	8.166408063744648e-05
🌤	2.9165743084802314e-06
更	0.0002858242822310627
P	0.0006387297735571707
虹	0.0002449922419123394
莓	2.6249168776322083e-05
味	0.0002041602015936162
糕	1.7499445850881388e-05
暗	7.291435771200578e-05
👨	5.54149118611244e-05
🎩	1.7499445850881388e-05
般	3.791546601024301e-05
诱	4.66651889356837e-05
呢	6.124806047808485e-05
嘛	2.9165743084802315e-05
😄	0.00011957954664768949
叫	0.00022749279606145805
耗	2.6249168776322083e-05
蓉	0.00020124362728513598
荟	2.6249168776322083e-05
彩	0.0008020579348320637
练	7.291435771200578e-05
☔	4.083204031872324e-05
庭	0.00011957954664768949
掌	0.00023332594467841852
柜	0.00022749279606145805
❄	3.208231739328254e-05
经	0.00046956846366531726
晚	0.00027415798499714176
泳	0.00010499667510528833
维	0.0004083204031872324
☜	3.208231739328254e-05
☞	8.458065494592671e-05
瓜	0.00047831818659075796
趁	8.749722925440694e-06
钉	2.9165743084802315e-05
铛	2.9165743084802315e-05
堡	7.583093202048601e-05
集	0.0002858242822310627
团	0.00039082095733635104
环	0.00023040937036993827
岛	0.0002245762217529778
☀	0.0001487452897324918
逗	0.00013416241819009064
玩	0.0002945740051565034
〈	5.833148616960463e-06
玻	3.791546601024301e-05
璃	6.999778340352555e-05
〉	5.833148616960463e-06
樑	5.833148616960463e-06
智	0.0002683248363801813
霜	3.791546601024301e-05
寨	5.833148616960463e-06
沟	2.041602015936162e-05
兜	0.00010791324941376856
※	1.1666297233920926e-05
宏	0.00039373753164483126
咖	0.0002041602015936162
啡	0.00014582871542401156
歡	8.749722925440694e-06
捣	1.1666297233920926e-05
颢	5.833148616960463e-06
瑜	9.041380356288717e-05
凌	0.00023040937036993827
内	0.0001108298237222488
_	0.0009770523933408776
络	0.00027415798499714176
留	6.999778340352555e-05
排	4.66651889356837e-05
挡	2.333259446784185e-05
伐	1.7499445850881388e-05
累	0.00011666297233920926
抹	6.999778340352555e-05
妖	0.00018082760712577435
碧	0.00018957733005121505
墨	0.00015457843834945227
始	0.00017791103281729413
氓	6.708120909504532e-05
唐	0.0005191502269094812
启	0.0001574950126579325
鸡	0.00034707234270914755
の	3.208231739328254e-05
ོ	0.0001866607557427348
༘	1.4582871542401157e-05
 	9.041380356288717e-05
疆	3.208231739328254e-05
籽	2.333259446784185e-05
料	4.083204031872324e-05
纲	1.4582871542401157e-05
屁	7.874750632896625e-05
迅	3.791546601024301e-05
澎	2.333259446784185e-05
葡	0.00017499445850881388
萄	4.374861462720347e-05
蜗	8.166408063744648e-05
🌄	5.833148616960463e-06
边	0.00011666297233920926
✨	0.0006270634763232498
栅	2.9165743084802314e-06
嘉	0.00043165299765507426
洛	0.00013707899249857088
豚	5.833148616960463e-06
🐬	3.791546601024301e-05
裕	9.916352648832787e-05
振	0.0002449922419123394
乖	0.00019541047866817552
扬	0.00027415798499714176
叔	0.0002508253905292999
衡	1.1666297233920926e-05
局	6.708120909504532e-05
玫	0.0001108298237222488
瑰	0.00010791324941376856
💃	0.00010791324941376856
麋	5.833148616960463e-06
鹿	0.00012541269526464995
致	0.00014582871542401156
顶	0.0003791546601024301
级	0.0002041602015936162
萌	0.00039373753164483126
桂	0.00022749279606145805
*	0.0002829077079225825
各	3.208231739328254e-05
举	5.833148616960463e-05
剑	0.00034998891701762776
吾	2.9165743084802315e-05
辽	8.749722925440694e-06
哟	0.00012541269526464995
冉	4.66651889356837e-05
嗨	0.00016916130989185342
帆	0.00019541047866817552
梁	0.0002420756676038592
伯	0.00016332816127489295
⑧	2.333259446784185e-05
鸦	3.4998891701762775e-05
姆	4.083204031872324e-05
俱	0.00030332372808194406
核	4.083204031872324e-05
痴	4.9581763244163934e-05
柔	0.00014582871542401156
菁	3.4998891701762775e-05
思	0.0005599822672282044
查	3.791546601024301e-05
🤔	1.7499445850881388e-05
亿	0.00023915909329537898
冬	0.0003587386399430685
奶	0.0001866607557427348
卞	5.833148616960463e-06
：	0.00012541269526464995
租	2.9165743084802315e-05
换	0.0006853949624928544
😃	4.083204031872324e-05
众	0.00026540826207170106
羽	0.00017207788420033366
变	0.00015166186404097203
形	4.9581763244163934e-05
旅	0.0001020801007968081
途	0.00018082760712577435
J	0.0008487231237677474
皮	0.00025665853914626035
攻	1.1666297233920926e-05
掠	5.833148616960463e-06
鈊	1.4582871542401157e-05
表	0.0002216596474444976
轮	0.00010499667510528833
胎	1.4582871542401157e-05
鳄	2.9165743084802315e-05
龟	5.54149118611244e-05
幼	4.083204031872324e-05
苗	0.00012832926957313017
聪	0.00022749279606145805
儒	1.4582871542401157e-05
升	0.00023332594467841852
休	0.00023040937036993827
息	0.00023624251898689874
闷	2.6249168776322083e-05
昌	0.0001487452897324918
槐	8.749722925440694e-06
曾	0.00044040272058051496
鄒	5.833148616960463e-06
贼	9.33303778713674e-05
庄	0.00041998670042115333
统	0.0001108298237222488
莫	0.0004141535518041929
贤	0.0002858242822310627
贸	0.00017207788420033366
柾	2.9165743084802314e-06
幻	0.0002449922419123394
晶	0.00027124141068866155
珍	0.00032957289685826613
呦	0.00010791324941376856
滴	0.0002216596474444976
炎	0.00015166186404097203
–	2.9165743084802314e-06
芒	9.624695217984764e-05
绘	5.833148616960463e-06
乌	0.0001108298237222488
构	1.1666297233920926e-05
ʕ	1.4582871542401157e-05
•	0.00017791103281729413
̫	1.7499445850881388e-05
͡	3.791546601024301e-05
ʔ	1.4582871542401157e-05
͓	2.9165743084802314e-06
🤡	2.9165743084802314e-06
漫	0.0002683248363801813
宽	7.291435771200578e-05
乡	9.916352648832787e-05
宫	0.00020999335021057666
便	0.00011957954664768949
༺	6.416463478656509e-05
ཉ	6.708120909504532e-05
༗	7.874750632896625e-05
༻	7.874750632896625e-05
章	0.00018082760712577435
橡	2.9165743084802314e-06
胶	1.1666297233920926e-05
噢	9.33303778713674e-05
守	0.00013707899249857088
迹	0.00020124362728513598
演	0.00014291214111553135
义	0.00023332594467841852
讯	8.749722925440694e-05
😶	1.7499445850881388e-05
—	8.166408063744648e-05
雅	0.0005191502269094812
鸟	0.00019249390435969527
玖	0.00010791324941376856
壹	0.0002508253905292999
😌	8.749722925440694e-06
权	0.00012541269526464995
圳	3.208231739328254e-05
努	0.0001224961209561697
很	0.0002245762217529778
哪	8.749722925440694e-05
版	6.708120909504532e-05
碗	5.54149118611244e-05
葱	5.833148616960463e-05
遇	0.0002216596474444976
售	8.749722925440694e-05
向	0.00043165299765507426
洪	0.0004258198490381138
取	6.124806047808485e-05
🈴	5.54149118611244e-05
💘	7.291435771200578e-05
决	4.083204031872324e-05
莎	0.0003324894711667464
纪	0.00030915687669890455
惠	0.0002420756676038592
麦	0.0002479088162208197
愿	0.00011666297233920926
将	0.00029165743084802313
震	7.874750632896625e-05
婧	2.9165743084802315e-05
钰	4.374861462720347e-05
鲜	0.00013416241819009064
昆	5.54149118611244e-05
尐	4.9581763244163934e-05
绅	2.333259446784185e-05
必	0.00015457843834945227
蓦	8.749722925440694e-06
数	0.0002129099245190569
巨	5.2498337552644166e-05
旦	2.333259446784185e-05
盆	9.916352648832787e-05
洗	3.791546601024301e-05
洒	0.00019832705297665574
翼	7.583093202048601e-05
幕	9.041380356288717e-05
墙	2.6249168776322083e-05
待	0.0002887408565395429
澜	2.6249168776322083e-05
院	0.00014291214111553135
🚫	8.749722925440694e-05
像	0.00014582871542401156
吗	7.583093202048601e-05
由	0.00021874307313601735
葫	8.458065494592671e-05
芦	9.624695217984764e-05
娃	0.0003208231739328255
细	0.00013416241819009064
韶	1.4582871542401157e-05
但	8.749722925440694e-06
柴	4.083204031872324e-05
恋	0.00030332372808194406
🎀	0.00019249390435969527
V	0.0006241469020147695
仟	1.7499445850881388e-05
去	0.00029165743084802313
⭐	9.33303778713674e-05
潘	0.0002799911336141022
课	8.749722925440694e-05
鲨	4.9581763244163934e-05
🐨	1.4582871542401157e-05
敬	4.083204031872324e-05
敏	0.000603730881855408
姚	0.0003587386399430685
牙	0.00012832926957313017
齿	8.749722925440694e-06
囡	3.4998891701762775e-05
橙	0.0001108298237222488
半	0.0003208231739328255
喵	0.00017791103281729413
铜	6.999778340352555e-05
能	0.00040248725457027196
歌	0.0002887408565395429
拧	2.9165743084802314e-06
卷	5.54149118611244e-05
哇	0.00017499445850881388
狸	0.00011666297233920926
冀	2.9165743084802314e-06
挑	2.041602015936162e-05
ㄨ	2.9165743084802314e-06
`	3.791546601024301e-05
苍	6.999778340352555e-05
🌷	3.208231739328254e-05
冰	0.0006095640304723684
凝	3.4998891701762775e-05
炫	4.66651889356837e-05
💯	0.00010499667510528833
活	0.00038207123441091033
慈	3.4998891701762775e-05
闭	5.2498337552644166e-05
丘	6.124806047808485e-05
顏	5.833148616960463e-06
筠	8.749722925440694e-06
批	0.00013707899249857088
蓮	2.9165743084802314e-06
杜	0.00011374639803072903
童	0.00023624251898689874
彪	8.749722925440694e-05
呱	4.9581763244163934e-05
饮	3.791546601024301e-05
夫	0.00018082760712577435
鲤	1.1666297233920926e-05
驴	3.4998891701762775e-05
毒	0.0001399955668070511
W	0.0005803982873875661
泊	6.999778340352555e-05
尔	0.000277074559305622
牌	0.00030332372808194406
劫	4.66651889356837e-05
贱	0.00010499667510528833
删	0.0001866607557427348
除	0.0001574950126579325
🤗	2.9165743084802315e-05
嗯	0.00021582649882753713
禹	3.4998891701762775e-05
贞	3.791546601024301e-05
培	0.00010791324941376856
营	0.00021582649882753713
育	0.0001399955668070511
帝	0.0005833148616960463
象	0.0001224961209561697
塑	1.4582871542401157e-05
鼠	9.33303778713674e-05
双	0.00042290327472963355
ℜ	2.9165743084802314e-06
ι	2.9165743084802314e-06
ภ	2.9165743084802314e-06
ƴ	2.9165743084802314e-06
ℛ	2.9165743084802314e-06
ℏ	2.9165743084802314e-06
督	1.1666297233920926e-05
盾	4.374861462720347e-05
也	0.00030040715377346384
纳	0.000277074559305622
两	0.00011666297233920926
艹	2.041602015936162e-05
琉	3.208231739328254e-05
艸	2.9165743084802314e-06
肏	2.9165743084802314e-06
屮	2.9165743084802314e-06
遗	6.999778340352555e-05
憾	5.833148616960463e-06
荏	8.749722925440694e-06
苒	2.333259446784185e-05
远	0.0004724850379737975
☠	1.4582871542401157e-05
艾	0.00023332594467841852
涩	3.791546601024301e-05
汇	0.000516233652601001
🦏	2.9165743084802314e-06
🐄	1.7499445850881388e-05
邪	5.833148616960463e-05
借	0.00030332372808194406
免	5.833148616960463e-05
尴	1.4582871542401157e-05
尬	1.7499445850881388e-05
⚔	5.833148616960463e-06
孚	2.9165743084802314e-06
颖	0.00019541047866817552
似	8.458065494592671e-05
肩	2.9165743084802314e-06
膀	1.4582871542401157e-05
蜜	0.00020707677590209645
邱	0.00020124362728513598
淑	0.00014582871542401156
妮	0.0005483159699942835
時	1.7499445850881388e-05
⚜	4.083204031872324e-05
任	0.00030040715377346384
索	5.833148616960463e-05
毖	2.9165743084802314e-06
👶	2.333259446784185e-05
季	0.00021874307313601735
咯	8.166408063744648e-05
泽	0.0006445629221741311
寇	2.041602015936162e-05
🍥	2.333259446784185e-05
這	5.833148616960463e-06
樣	2.9165743084802314e-06
馨	0.00014582871542401156
溜	4.374861462720347e-05
鞋	7.874750632896625e-05
修	0.00016332816127489295
脱	2.333259446784185e-05
缱	2.9165743084802314e-06
绻	2.9165743084802314e-06
买	0.00018082760712577435
赐	4.9581763244163934e-05
卢	0.00012541269526464995
敌	0.0002041602015936162
珊	0.0002449922419123394
津	3.791546601024301e-05
宠	3.791546601024301e-05
瑛	1.1666297233920926e-05
绝	0.00020999335021057666
吕	0.00012541269526464995
绕	1.4582871542401157e-05
指	0.0001662447355833732
教	0.00011374639803072903
😏	5.833148616960463e-05
疼	6.124806047808485e-05
🈷	8.749722925440694e-05
義	2.041602015936162e-05
应	7.874750632896625e-05
急	6.124806047808485e-05
救	4.083204031872324e-05
援	8.749722925440694e-06
圣	0.00030040715377346384
颗	2.333259446784185e-05
༬	5.833148616960463e-06
༩	8.749722925440694e-06
ཾ	4.374861462720347e-05
༽	8.749722925440694e-06
ཽ	3.208231739328254e-05
悠	0.00016041158696641274
🌺	9.916352648832787e-05
织	4.374861462720347e-05
厂	3.791546601024301e-05
泰	0.00040248725457027196
犀	7.874750632896625e-05
郎	0.00016916130989185342
塞	6.416463478656509e-05
认	0.0002129099245190569
准	0.00013707899249857088
尾	0.00015457843834945227
咿	1.7499445850881388e-05
🏧	1.7499445850881388e-05
瀚	4.9581763244163934e-05
侃	8.749722925440694e-06
番	3.791546601024301e-05
茄	2.9165743084802315e-05
【	0.0004929010581331591
眠	4.9581763244163934e-05
】	0.0005045673553670801
邹	7.874750632896625e-05
毅	0.0001574950126579325
音	0.00019832705297665574
骄	5.54149118611244e-05
😋	3.791546601024301e-05
追	0.00017207788420033366
赚	6.708120909504532e-05
难	0.0002420756676038592
于	0.00015457843834945227
🐟	0.0001399955668070511
🐠	0.00015457843834945227
楞	2.9165743084802314e-06
卟	2.041602015936162e-05
✮	2.9165743084802314e-06
␓	2.9165743084802314e-06
␒	2.9165743084802314e-06
冇	8.749722925440694e-06
嘻	0.00018957733005121505
帕	4.374861462720347e-05
恐	2.041602015936162e-05
惧	2.6249168776322083e-05
粒	7.291435771200578e-05
朱	0.0002974905794649836
继	9.916352648832787e-05
洎	5.833148616960463e-06
护	8.166408063744648e-05
闲	0.00011374639803072903
派	9.624695217984764e-05
概	2.9165743084802315e-05
负	0.0001837441814342546
责	9.916352648832787e-05
雀	8.458065494592671e-05
吒	2.9165743084802315e-05
航	0.00021582649882753713
隆	0.00030332372808194406
移	5.54149118611244e-05
伦	0.00019249390435969527
羊	0.0004987342067501195
🎈	5.2498337552644166e-05
蒸	1.7499445850881388e-05
峯	5.833148616960463e-06
仕	0.0001224961209561697
璨	3.208231739328254e-05
焉	5.833148616960463e-06
☁	7.583093202048601e-05
露	0.00023332594467841852
⛈	2.9165743084802314e-06
💦	6.999778340352555e-05
❌	0.0001108298237222488
丩	1.1666297233920926e-05
攵	1.1666297233920926e-05
🌕	2.9165743084802314e-06
冯	0.00016041158696641274
亲	0.0001866607557427348
爸	0.00026249168776322084
甸	5.833148616960463e-06
凰	0.00023040937036993827
摇	9.624695217984764e-05
😍	6.999778340352555e-05
乃	2.6249168776322083e-05
怪	0.00020999335021057666
叼	3.208231739328254e-05
搞	4.374861462720347e-05
阮	5.833148616960463e-05
企	3.791546601024301e-05
郑	0.0005395662470688428
逆	0.00010499667510528833
而	0.00023040937036993827
延	6.416463478656509e-05
牧	4.083204031872324e-05
尘	0.00020124362728513598
稳	0.00015457843834945227
拽	3.791546601024301e-05
腻	2.041602015936162e-05
广	0.00037623808579394984
鸭	0.00010499667510528833
占	5.2498337552644166e-05
榕	3.791546601024301e-05
椿	8.749722925440694e-06
娟	0.0004258198490381138
愉	2.9165743084802315e-05
💐	1.4582871542401157e-05
妥	2.6249168776322083e-05
熟	4.374861462720347e-05
悉	2.9165743084802315e-05
渔	0.00038498780871939055
東	5.2498337552644166e-05
悟	0.00023040937036993827
念	0.00034998891701762776
柯	0.00016332816127489295
泥	9.33303778713674e-05
绯	1.1666297233920926e-05
闻	6.708120909504532e-05
菊	5.2498337552644166e-05
🎋	2.333259446784185e-05
🐝	4.083204031872324e-05
瘾	2.6249168776322083e-05
鸶	2.9165743084802314e-06
幽	8.458065494592671e-05
洁	0.0001487452897324918
✿	1.7499445850881388e-05
◠	5.833148616960463e-06
‿	5.833148616960463e-06
🤓	5.833148616960463e-06
仪	4.9581763244163934e-05
發	0.00011666297233920926
敷	2.9165743084802315e-05
衍	2.9165743084802315e-05
憧	2.041602015936162e-05
憬	2.041602015936162e-05
功	0.0001108298237222488
痘	2.9165743084802314e-06
还	0.00016332816127489295
『	4.083204031872324e-05
』	4.374861462720347e-05
憨	1.7499445850881388e-05
甜	0.0003266563225497859
稚	1.4582871542401157e-05
底	0.0001224961209561697
怀	0.0001108298237222488
昨	2.9165743084802315e-05
错	0.00018957733005121505
猛	0.00013707899249857088
解	8.749722925440694e-05
鲁	0.00011374639803072903
展	0.00012832926957313017
烧	6.708120909504532e-05
烤	6.999778340352555e-05
棒	0.00013416241819009064
帮	6.416463478656509e-05
烈	0.00010499667510528833
铝	1.7499445850881388e-05
肉	0.00011957954664768949
持	0.00015457843834945227
秦	0.00011374639803072903
🍟	2.9165743084802314e-06
🥂	5.833148616960463e-06
届	5.833148616960463e-06
票	9.33303778713674e-05
赴	2.9165743084802314e-06
鼓	2.9165743084802314e-06
躁	8.749722925440694e-06
话	0.0003674883628685092
纯	0.0002595751134547406
咕	9.33303778713674e-05
噜	6.124806047808485e-05
🍒	9.041380356288717e-05
摸	8.749722925440694e-05
洞	3.4998891701762775e-05
语	0.00025374196483778013
擎	2.6249168776322083e-05
柱	5.833148616960463e-05
魏	0.00012832926957313017
敢	6.416463478656509e-05
薯	2.6249168776322083e-05
✔	3.208231739328254e-05
呗	9.33303778713674e-05
室	0.00012832926957313017
ᕙ	2.9165743084802314e-06
ᕗ	2.9165743084802314e-06
尉	2.041602015936162e-05
咨	4.374861462720347e-05
询	4.66651889356837e-05
[	5.833148616960463e-05
]	5.833148616960463e-05
龍	0.0002420756676038592
佑	0.00010791324941376856
溪	0.00011666297233920926
类	2.041602015936162e-05
牵	4.66651889356837e-05
暧	5.54149118611244e-05
昧	6.416463478656509e-05
衅	2.9165743084802314e-06
渣	6.708120909504532e-05
采	6.416463478656509e-05
娘	0.00031790659962434525
蘑	3.208231739328254e-05
💤	7.583093202048601e-05
☄	2.6249168776322083e-05
Ꮩ	2.333259446784185e-05
Ꭵ	2.333259446784185e-05
Ꮲ	2.333259446784185e-05
ེ	4.083204031872324e-05
ζ	1.4582871542401157e-05
ั	1.1666297233920926e-05
✵	2.9165743084802314e-06
ৡ	1.1666297233920926e-05
✟	2.9165743084802314e-06
➹	2.9165743084802314e-06
➷	2.9165743084802314e-06
铃	9.624695217984764e-05
归	0.0003616552142515487
蹦	1.7499445850881388e-05
晟	4.9581763244163934e-05
۶	8.749722925440694e-06
滥	2.041602015936162e-05
ヾ	8.749722925440694e-06
肥	0.00019541047866817552
缪	3.791546601024301e-05
螃	1.7499445850881388e-05
井	2.333259446784185e-05
量	8.749722925440694e-05
尺	2.9165743084802314e-06
瑷	1.4582871542401157e-05
珏	2.9165743084802315e-05
哎	0.0001662447355833732
喂	6.708120909504532e-05
唔	3.4998891701762775e-05
非	0.00035582206563458826
薄	5.2498337552644166e-05
荷	5.54149118611244e-05
棉	5.2498337552644166e-05
办	4.66651889356837e-05
汤	0.0001866607557427348
卧	3.4998891701762775e-05
槽	1.1666297233920926e-05
臂	1.1666297233920926e-05
猿	2.9165743084802314e-06
袱	2.9165743084802314e-06
纸	6.416463478656509e-05
擦	4.374861462720347e-05
咧	1.7499445850881388e-05
纷	3.4998891701762775e-05
们	0.00016916130989185342
堂	0.00023332594467841852
｜	2.9165743084802314e-06
💞	0.00011374639803072903
榜	9.624695217984764e-05
蜂	9.33303778713674e-05
赎	2.333259446784185e-05
扯	5.833148616960463e-05
舟	7.874750632896625e-05
戒	0.00020999335021057666
贺	9.041380356288717e-05
輝	2.041602015936162e-05
岭	1.7499445850881388e-05
钻	0.00038790438302787076
湾	9.041380356288717e-05
祖	0.0001574950126579325
衣	0.00011957954664768949
🏻	0.00015166186404097203
角	0.0002595751134547406
伏	2.041602015936162e-05
笔	0.00012541269526464995
๖	8.749722925440694e-06
ۜ	8.749722925440694e-06
ۣ	8.749722925440694e-06
芯	8.458065494592671e-05
狗	0.00019541047866817552
怨	3.208231739328254e-05
悔	0.00013124584388161042
据	2.333259446784185e-05
恶	8.749722925440694e-05
驹	8.749722925440694e-06
哓	2.9165743084802314e-06
裤	7.874750632896625e-05
衩	1.7499445850881388e-05
≥	5.833148616960463e-06
校	0.00010499667510528833
﹏	4.66651889356837e-05
長	4.083204031872324e-05
≤	5.833148616960463e-06
裆	1.7499445850881388e-05
婆	0.00010791324941376856
噶	1.4582871542401157e-05
➖	8.749722925440694e-06
✖	5.833148616960463e-06
➗	2.9165743084802314e-06
降	2.333259446784185e-05
怖	5.833148616960463e-06
煜	8.458065494592671e-05
淦	5.833148616960463e-06
咻	4.66651889356837e-05
猴	0.0001662447355833732
💩	1.7499445850881388e-05
玄	3.791546601024301e-05
坛	2.9165743084802315e-05
候	9.041380356288717e-05
打	0.0004433192948889952
铁	0.00020707677590209645
唇	2.041602015936162e-05
助	0.0001108298237222488
╰	3.4998891701762775e-05
◇	5.833148616960463e-06
槿	1.4582871542401157e-05
筷	8.749722925440694e-06
→	1.4582871542401157e-05
腦	2.9165743084802314e-06
殘	5.833148616960463e-06
	2.9165743084802314e-06
過	3.791546601024301e-05
來	2.041602015936162e-05
漆	8.749722925440694e-06
抓	1.7499445850881388e-05
治	5.833148616960463e-05
妇	3.791546601024301e-05
疾	1.1666297233920926e-05
病	8.166408063744648e-05
粹	2.9165743084802314e-06
费	0.00015457843834945227
細	5.833148616960463e-06
汽	9.916352648832787e-05
绑	2.9165743084802314e-06
傻	0.00038498780871939055
职	2.333259446784185e-05
创	0.00023040937036993827
勝	3.791546601024301e-05
樊	3.4998891701762775e-05
阴	2.6249168776322083e-05
影	0.000352905491326108
输	9.916352648832787e-05
瞥	2.9165743084802314e-06
👿	4.374861462720347e-05
萨	0.00010499667510528833
摩	8.166408063744648e-05
耶	0.0001224961209561697
蛤	8.749722925440694e-06
蟆	2.9165743084802314e-06
🐰	0.0001224961209561697
哭	9.041380356288717e-05
终	0.00013416241819009064
🏁	4.374861462720347e-05
虚	7.291435771200578e-05
释	4.66651889356837e-05
寒	0.00015457843834945227
舰	2.6249168776322083e-05
哼	8.749722925440694e-05
肠	1.1666297233920926e-05
痛	0.00010791324941376856
益	0.00019541047866817552
访	8.749722925440694e-06
铸	8.749722925440694e-06
造	4.66651889356837e-05
㦤	2.9165743084802314e-06
邀	5.833148616960463e-06
屋	6.708120909504532e-05
俞	4.083204031872324e-05
🐃	1.7499445850881388e-05
沸	2.6249168776322083e-05
肤	8.749722925440694e-06
腊	6.708120909504532e-05
丑	0.00013124584388161042
嘴	6.708120909504532e-05
🤚	1.7499445850881388e-05
寂	8.458065494592671e-05
寞	7.583093202048601e-05
临	0.0002858242822310627
钡	1.1666297233920926e-05
琳	0.00030624030239042433
瑾	4.083204031872324e-05
🚤	2.9165743084802314e-06
🚀	6.999778340352555e-05
往	0.0004054038288787522
稀	2.9165743084802315e-05
糊	0.00010791324941376856
坠	5.833148616960463e-06
邵	4.9581763244163934e-05
儍	8.749722925440694e-06
↘	8.749722925440694e-06
苽	8.749722925440694e-06
蕊	4.9581763244163934e-05
薏	2.9165743084802314e-06
枪	9.33303778713674e-05
考	4.083204031872324e-05
🍡	1.4582871542401157e-05
🐎	9.33303778713674e-05
赋	1.1666297233920926e-05
予	3.4998891701762775e-05
厉	4.083204031872324e-05
害	7.291435771200578e-05
虾	0.00017791103281729413
妈	0.00021874307313601735
桑	4.083204031872324e-05
✌	7.874750632896625e-05
՞	5.833148616960463e-06
ټ	2.9165743084802314e-06
观	8.749722925440694e-05
懊	2.9165743084802314e-06
恼	2.6249168776322083e-05
申	6.708120909504532e-05
愚	2.041602015936162e-05
勋	3.4998891701762775e-05
历	3.4998891701762775e-05
险	7.583093202048601e-05
棚	5.833148616960463e-06
✅	2.041602015936162e-05
汪	0.0001108298237222488
